"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
"16.000000, 0.838095, 56.238098"
